node_id,node_name,is_rule_critical,supplier_rank,supplier_score,fusion_score,weighted_degree,weighted_betweenness,weighted_closeness,weighted_kshell,cr,rs,su,dr,is_critical,critical_reason,year_month
SID0004,中航光电科技股份有限公司,0,21,0.1473284362064767,0.0,0.1666666666666669,0.0655357661966125,0.1145833333333332,0.3571428571428571,0.3552,0.3472666688860592,0.5,0.17234230380176,0,none,2025-01
SID0017,厦门军宏电子有限公司,0,1,0.5674769558752653,1.0,1.0,1.0,1.0,1.0,0.4362,0.2167629578610388,0.5,0.3406824635952234,1,score_based,2025-02
SID0014,贵阳白云中航紧固件有限公司,0,2,0.4801580993231875,0.7849077297291246,0.5833333333333335,0.3294981486737122,0.4753086419753085,0.8571428571428571,0.4148,1.0,0.4444444444444444,0.3874549876907242,1,score_based,2025-02
SID0016,苏州晶讯科技股份有限公司,0,3,0.4460236488186532,0.7008244429869276,0.7500000000000006,0.6520662486508789,0.6600000000000001,0.7857142857142857,0.3515,0.4687707325968952,0.5,0.0263352320662814,1,score_based,2025-02
SID0020,太原航空仪表有限公司,1,4,0.4170621652698048,0.6294837098061266,0.5833333333333335,0.4242767293900239,0.4753086419753085,1.0,0.4536,0.7005401027980529,1.0,0.1089000042847707,1,multiple,2025-02
SID0019,宁波中博电器有限公司,1,5,0.4158296645034162,0.6264476944662438,0.6666666666666669,0.3541906450039677,0.5641025641025642,1.0,0.515,0.7308859652713827,1.0,0.0040002884151313,1,multiple,2025-02
SID0003,成都爱乐达航空制造股份有限公司,0,6,0.413710659988739,0.6212279571749716,0.2500000000000001,0.0852649059989208,0.1774193548387095,0.4285714285714285,0.3754,1.0,0.3333333333333333,0.865514190476664,0,none,2025-02
SID0010,信阳飞航精密制造有限公司,1,7,0.4126508258735538,0.6186172710649244,0.5833333333333335,0.3294981486737122,0.4753086419753085,0.8571428571428571,0.3777,0.3355091823878907,0.5833333333333333,0.4821136104156729,1,single_supplier,2025-02
SID0012,南京全信传输科技股份有限公司,0,8,0.3819601311771822,0.5430169773930095,0.3333333333333336,0.1139288671520279,0.2444444444444443,0.8571428571428571,0.3921,1.0,0.4583333333333333,0.3972155412752709,0,none,2025-02
SID0021,沈阳兴华航空电器有限责任公司,0,9,0.3781258693345301,0.5335720520113175,0.5000000000000001,0.3533564724756798,0.3928571428571429,0.5,0.494,0.9690734333566454,0.4166666666666666,0.0267241489955302,0,none,2025-02
SID0001,北京七星华创微电子有限责任公司,1,10,0.3210907942036428,0.3930777271955102,0.0,0.0429228541833737,0.0,0.0,0.4131,1.0,1.0,0.3607260619822862,1,single_supplier,2025-02
SID0018,珠海阳浦科技有限公司,1,11,0.3149246882619022,0.3778887774301326,0.5000000000000001,0.2664212724189489,0.3928571428571429,0.7142857142857143,0.3731,0.4381189030881193,1.0,0.0559553794801236,1,single_supplier,2025-02
SID0002,深圳市兴森快捷电路科技股份有限公司,1,12,0.3138617661436051,0.3752704846515357,0.0,0.0373649023557877,0.0,0.0714285714285714,0.3912,0.3292145838909507,0.0,0.8287264166680454,1,single_supplier,2025-02
SID0005,上海上缆神舟线缆有限公司,0,13,0.3087751798643664,0.3627407123442492,0.1666666666666669,0.0326750056933324,0.1145833333333332,0.5714285714285714,0.3597,0.4462300899184567,0.5,0.7096369178464261,0,none,2025-02
SID0013,合肥江航飞机装备股份有限公司,1,14,0.3061477137600829,0.3562684831861284,0.4166666666666668,0.1687646165722376,0.3160919540229886,0.9285714285714286,0.3943,0.5110932320190265,1.0,0.1584435119568694,1,single_supplier,2025-02
SID0015,青岛科凯电子研究所有限公司,0,15,0.2962850960301504,0.3319739273237329,0.4166666666666668,0.2031313553369575,0.3160919540229886,0.6428571428571429,0.3846,0.4355940955231481,0.5,0.3652448257316394,0,none,2025-02
SID0006,兰州万里航空机电有限责任公司,1,16,0.2807556875964494,0.2937203833830117,0.2500000000000001,0.0649140348028652,0.1774193548387095,0.9285714285714286,0.3583,0.2627203833631938,1.0,0.4929155217257106,1,single_supplier,2025-02
SID0009,无锡市江大隔振器有限公司,0,17,0.2776642860677159,0.2861053435234647,0.0,0.0027656327514964,0.0,0.1428571428571428,0.338,1.0,0.4166666666666666,0.1759261373444709,0,none,2025-02
SID0011,武汉海创电子股份有限公司,1,18,0.2663261951996607,0.2581762592266153,0.4166666666666668,0.2031313553369575,0.3160919540229886,0.6428571428571429,0.3462,0.1830499166539401,1.0,0.1574733296380693,1,single_supplier,2025-02
SID0008,中国航空工业集团公司西安飞行自动管理研究所,0,19,0.2409504006209228,0.1956681426365541,0.0,0.0,0.0,0.2857142857142857,0.2604,0.1701617684852394,0.0,0.8287264166680454,0,none,2025-02
SID0004,中航光电科技股份有限公司,0,20,0.2362136812329227,0.1840001963643376,0.1666666666666669,0.0655357661966125,0.1145833333333332,0.3571428571428571,0.3552,0.3472666688860592,0.5,0.5338089909057064,0,none,2025-02
SID0007,天津航空机电有限公司,1,21,0.1615169627889813,0.0,0.0833333333333335,0.0313619785540899,0.0555555555555555,0.2142857142857142,0.3445,0.3054373914368968,1.0,0.0107785548963261,1,single_supplier,2025-02
SID0020,太原航空仪表有限公司,1,1,0.569298560377973,1.0,0.5833333333333335,0.4242767293900239,0.4753086419753085,1.0,0.4536,0.7005401027980529,0.0,1.0,1,multiple,2025-03
SID0017,厦门军宏电子有限公司,0,2,0.5340575645364415,0.9077011810742768,1.0,1.0,1.0,1.0,0.4366,0.2167629578610388,0.5,0.205422772691606,1,score_based,2025-03
SID0014,贵阳白云中航紧固件有限公司,0,3,0.4940534246780092,0.8029273296860779,0.5833333333333335,0.3294981486737122,0.4753086419753085,0.8571428571428571,0.4154,1.0,0.4444444444444444,0.5635524824556971,1,score_based,2025-03
SID0016,苏州晶讯科技股份有限公司,0,4,0.4323734470102608,0.6413828286254983,0.7500000000000006,0.6520662486508789,0.6600000000000001,0.7857142857142857,0.3594,0.4687707325968952,0.5,0.0124811411329035,1,score_based,2025-03
SID0019,宁波中博电器有限公司,1,5,0.4149920478188583,0.595859636719771,0.6666666666666669,0.3541906450039677,0.5641025641025642,1.0,0.515,0.7308859652713827,1.0,0.0,1,multiple,2025-03
SID0003,成都爱乐达航空制造股份有限公司,0,6,0.3917485896988459,0.5349832715377644,0.2500000000000001,0.0852649059989208,0.1774193548387095,0.4285714285714285,0.3724,1.0,0.3333333333333333,0.7654299821697984,0,none,2025-03
SID0010,信阳飞航精密制造有限公司,1,7,0.3914423297945,0.5341811538115075,0.5833333333333335,0.3294981486737122,0.4753086419753085,0.8571428571428571,0.3794,0.3355091823878907,0.5833333333333333,0.3865174835545143,1,single_supplier,2025-03
SID0021,沈阳兴华航空电器有限责任公司,0,8,0.3892067907057426,0.5283261087814967,0.5000000000000001,0.3533564724756798,0.3928571428571429,0.5,0.5251,0.9690734333566454,0.4166666666666666,0.18399581054579,0,none,2025-03
SID0006,兰州万里航空机电有限责任公司,1,9,0.3851449555387639,0.5176878569492007,0.2500000000000001,0.0649140348028652,0.1774193548387095,0.9285714285714286,0.3324,0.2627203833631938,0.0,1.0,1,single_supplier,2025-03
SID0012,南京全信传输科技股份有限公司,0,10,0.373301714639526,0.4866695181891977,0.3333333333333336,0.1139288671520279,0.2444444444444443,0.8571428571428571,0.3898,1.0,0.5833333333333333,0.3329272834324693,0,none,2025-03
SID0009,无锡市江大隔振器有限公司,0,11,0.3661610024039369,0.4679674557220353,0.0,0.0027656327514964,0.0,0.1428571428571428,0.3377,1.0,0.3333333333333333,0.9030144172738296,0,none,2025-03
SID0018,珠海阳浦科技有限公司,1,12,0.3292481524413317,0.3712899250968726,0.5000000000000001,0.2664212724189489,0.3928571428571429,0.7142857142857143,0.3805,0.4381189030881193,1.0,0.1189519124059526,1,single_supplier,2025-03
SID0013,合肥江航飞机装备股份有限公司,1,13,0.3249518909307592,0.3600376930372281,0.4166666666666668,0.1687646165722376,0.3160919540229886,0.9285714285714286,0.3676,0.5110932320190265,1.0,0.2589530804250048,1,single_supplier,2025-03
SID0001,北京七星华创微电子有限责任公司,1,14,0.3200548698438437,0.3472120264581924,0.0,0.0429228541833737,0.0,0.0,0.4131,1.0,1.0,0.2691062132830168,1,single_supplier,2025-03
SID0008,中国航空工业集团公司西安飞行自动管理研究所,0,15,0.2617864441644532,0.194602636671002,0.0,0.0,0.0,0.2857142857142857,0.2604,0.1701617684852394,0.0,1.0,0,none,2025-03
SID0015,青岛科凯电子研究所有限公司,0,16,0.2579457831623608,0.1845436566131953,0.4166666666666668,0.2031313553369575,0.3160919540229886,0.6428571428571429,0.3762,0.4355940955231481,0.5,0.0910795692897179,0,none,2025-03
SID0011,武汉海创电子股份有限公司,1,17,0.2555626389445067,0.1783020226472684,0.4166666666666668,0.2031313553369575,0.3160919540229886,0.6428571428571429,0.3353,0.1830499166539401,0.75,0.1248801789934921,1,single_supplier,2025-03
SID0004,中航光电科技股份有限公司,0,18,0.2323085479765286,0.1173978092366399,0.1666666666666669,0.0655357661966125,0.1145833333333332,0.3571428571428571,0.3592,0.3472666688860592,0.5,0.5250994648008611,0,none,2025-03
SID0007,天津航空机电有限公司,1,19,0.2248187942242981,0.097781580782599,0.0833333333333335,0.0313619785540899,0.0555555555555555,0.2142857142857142,0.3384,0.3054373914368968,1.0,0.3603243250225774,1,single_supplier,2025-03
SID0005,上海上缆神舟线缆有限公司,0,20,0.1886125079666899,0.0029545936483259,0.1666666666666669,0.0326750056933324,0.1145833333333332,0.5714285714285714,0.3568,0.4462300899184567,0.5,0.0632286380469071,0,none,2025-03
SID0002,深圳市兴森快捷电路科技股份有限公司,1,21,0.1874844022803337,0.0,0.0,0.0373649023557877,0.0,0.0714285714285714,0.3912,0.3292145838909507,1.0,0.0063091482649842,1,single_supplier,2025-03
SID0017,厦门军宏电子有限公司,0,1,0.545686484002254,1.0,1.0,1.0,1.0,1.0,0.4641,0.2167629578610388,0.5,0.3113288578267869,1,score_based,2025-04
SID0014,贵阳白云中航紧固件有限公司,0,2,0.5297662863036017,0.95007649073988,0.5833333333333335,0.3294981486737122,0.4753086419753085,0.8571428571428571,0.4216,1.0,0.4444444444444444,0.8026676307601451,1,score_based,2025-04
SID0019,宁波中博电器有限公司,1,3,0.5235979084427665,0.9307333220754992,0.6666666666666669,0.3541906450039677,0.5641025641025642,1.0,0.5185,0.7308859652713827,0.0,0.8491660845194952,1,multiple,2025-04
SID0020,太原航空仪表有限公司,1,4,0.4609719600778319,0.734347123090968,0.5833333333333335,0.4242767293900239,0.4753086419753085,1.0,0.4464,0.7005401027980529,1.0,0.1218282482653776,1,multiple,2025-04
SID0016,苏州晶讯科技股份有限公司,0,5,0.4330448289760886,0.6467715530787631,0.7500000000000006,0.6520662486508789,0.6600000000000001,0.7857142857142857,0.3692,0.4687707325968952,0.5,0.0209435581383732,1,score_based,2025-04
SID0015,青岛科凯电子研究所有限公司,0,6,0.4100867583704324,0.5747782605222902,0.4166666666666668,0.2031313553369575,0.3160919540229886,0.6428571428571429,0.3702,0.4355940955231481,0.0,0.8491660845194952,0,none,2025-04
SID0010,信阳飞航精密制造有限公司,1,7,0.3958488480376078,0.5301301687209113,0.5833333333333335,0.3294981486737122,0.4753086419753085,0.8571428571428571,0.3844,0.3355091823878907,0.5833333333333333,0.2489754710447457,1,single_supplier,2025-04
SID0018,珠海阳浦科技有限公司,1,8,0.3935034639651632,0.5227753729026949,0.5000000000000001,0.2664212724189489,0.3928571428571429,0.7142857142857143,0.407,0.4381189030881193,1.0,0.1343420095698211,1,single_supplier,2025-04
SID0021,沈阳兴华航空电器有限责任公司,0,9,0.386794888347918,0.5017382197662041,0.5000000000000001,0.3533564724756798,0.3928571428571429,0.5,0.5214,0.9690734333566454,0.4166666666666666,0.169209189563133,0,none,2025-04
SID0001,北京七星华创微电子有限责任公司,1,10,0.3849553046491603,0.4959695430476059,0.0,0.0429228541833737,0.0,0.0,0.4251,1.0,1.0,0.3165892803837873,1,single_supplier,2025-04
SID0013,合肥江航飞机装备股份有限公司,1,11,0.3642435141909784,0.4310202702869896,0.4166666666666668,0.1687646165722376,0.3160919540229886,0.9285714285714286,0.4042,0.5110932320190265,1.0,0.0,1,single_supplier,2025-04
SID0012,南京全信传输科技股份有限公司,0,12,0.3637488546314517,0.4294690872195375,0.3333333333333336,0.1139288671520279,0.2444444444444443,0.8571428571428571,0.3899,1.0,0.4583333333333333,0.2107848524952275,0,none,2025-04
SID0006,兰州万里航空机电有限责任公司,1,13,0.3629149065936251,0.4268539430249135,0.2500000000000001,0.0649140348028652,0.1774193548387095,0.9285714285714286,0.3324,0.2627203833631938,0.0,0.8491660845194952,1,single_supplier,2025-04
SID0011,武汉海创电子股份有限公司,1,14,0.3451492869377993,0.3711434490858548,0.4166666666666668,0.2031313553369575,0.3160919540229886,0.6428571428571429,0.3397,0.1830499166539401,1.0,0.0814330161250703,1,single_supplier,2025-04
SID0004,中航光电科技股份有限公司,0,15,0.3436763109716745,0.3665244028480688,0.1666666666666669,0.0655357661966125,0.1145833333333332,0.3571428571428571,0.3499,0.3472666688860592,0.0,0.8491660845194952,0,none,2025-04
SID0003,成都爱乐达航空制造股份有限公司,0,16,0.3254614652274369,0.3094051988408798,0.2500000000000001,0.0852649059989208,0.1774193548387095,0.4285714285714285,0.3702,1.0,0.3333333333333333,0.2567625828912246,0,none,2025-04
SID0002,深圳市兴森快捷电路科技股份有限公司,1,17,0.3240696710708803,0.3050407273827825,0.0,0.0373649023557877,0.0,0.0714285714285714,0.4135,0.3292145838909507,0.0,0.8491660845194952,1,single_supplier,2025-04
SID0007,天津航空机电有限公司,1,18,0.2969336796228525,0.219946060470899,0.0833333333333335,0.0313619785540899,0.0555555555555555,0.2142857142857142,0.3443,0.3054373914368968,1.0,0.1824960353542448,1,single_supplier,2025-04
SID0009,无锡市江大隔振器有限公司,0,19,0.2760972073197988,0.1546058029150652,0.0,0.0027656327514964,0.0,0.1428571428571428,0.3405,1.0,0.4166666666666666,0.0332286322844752,0,none,2025-04
SID0008,中国航空工业集团公司西安飞行自动管理研究所,0,20,0.2497760862411118,0.0720664553025789,0.0,0.0,0.0,0.2857142857142857,0.2604,0.1701617684852394,0.0,0.8491660845194952,0,none,2025-04
SID0005,上海上缆神舟线缆有限公司,0,21,0.2267946846357033,0.0,0.1666666666666669,0.0326750056933324,0.1145833333333332,0.5714285714285714,0.3666,0.4462300899184567,0.5,0.041252462999826,0,none,2025-04
SID0014,贵阳白云中航紧固件有限公司,0,1,0.5174354013735546,1.0,0.5833333333333335,0.3294981486737122,0.4753086419753085,0.8571428571428571,0.4268,1.0,0.4444444444444444,0.573805256858919,1,score_based,2025-05
SID0017,厦门军宏电子有限公司,0,2,0.4820181094367656,0.9115482753160054,1.0,1.0,1.0,1.0,0.4641,0.2167629578610388,0.5,0.0,1,score_based,2025-05
SID0016,苏州晶讯科技股份有限公司,0,3,0.4051886081663463,0.719673021100963,0.7500000000000006,0.6520662486508789,0.6600000000000001,0.7857142857142857,0.3715,0.4687707325968952,0.5,0.0057781458311113,1,score_based,2025-05
SID0010,信阳飞航精密制造有限公司,1,4,0.3957735259690098,0.6961596406911255,0.5833333333333335,0.3294981486737122,0.4753086419753085,0.8571428571428571,0.3943,0.3355091823878907,0.5833333333333333,0.3845687593276872,1,multiple,2025-05
SID0020,太原航空仪表有限公司,1,5,0.3924182789298135,0.6877801918081492,0.5833333333333335,0.4242767293900239,0.4753086419753085,1.0,0.4212,0.7005401027980529,1.0,0.1682850141104181,1,multiple,2025-05
SID0012,南京全信传输科技股份有限公司,0,6,0.3854823099823172,0.6704581894129457,0.3333333333333336,0.1139288671520279,0.2444444444444443,0.8571428571428571,0.3889,1.0,0.5833333333333333,0.3953234373086645,0,none,2025-05
SID0003,成都爱乐达航空制造股份有限公司,0,7,0.3795471456607553,0.6556356128742874,0.2500000000000001,0.0852649059989208,0.1774193548387095,0.4285714285714285,0.3698,1.0,0.3333333333333333,0.515815605539684,0,none,2025-05
SID0019,宁波中博电器有限公司,1,8,0.3795364380017135,0.6556088713913057,0.6666666666666669,0.3541906450039677,0.5641025641025642,1.0,0.5473,0.7308859652713827,1.0,0.015334310090257,1,single_supplier,2025-05
SID0021,沈阳兴华航空电器有限责任公司,0,9,0.366916566253413,0.6240917970926774,0.5000000000000001,0.3533564724756798,0.3928571428571429,0.5,0.5143,0.9690734333566454,0.4166666666666666,0.1281783947716631,0,none,2025-05
SID0009,无锡市江大隔振器有限公司,0,10,0.3264180244582462,0.5229500758294418,0.0,0.0027656327514964,0.0,0.1428571428571428,0.3518,1.0,0.3333333333333333,0.4716094825963839,0,none,2025-05
SID0008,中国航空工业集团公司西安飞行自动管理研究所,0,11,0.3015748429048298,0.4609063075210365,0.0,0.0,0.0,0.2857142857142857,0.2604,0.1701617684852394,0.0,0.8714999567962751,0,none,2025-05
SID0018,珠海阳浦科技有限公司,1,12,0.2946048554205885,0.4434993466752634,0.5000000000000001,0.2664212724189489,0.3928571428571429,0.7142857142857143,0.4022,0.4381189030881193,1.0,0.121669186441579,1,single_supplier,2025-05
SID0001,北京七星华创微电子有限责任公司,1,13,0.2944700731369722,0.443162739193698,0.0,0.0429228541833737,0.0,0.0,0.4229,1.0,1.0,0.2330512917382261,1,single_supplier,2025-05
SID0007,天津航空机电有限公司,1,14,0.2888055117240704,0.4290159707890498,0.0833333333333335,0.0313619785540899,0.0555555555555555,0.2142857142857142,0.3502,0.3054373914368968,1.0,0.6272192060250176,1,single_supplier,2025-05
SID0006,兰州万里航空机电有限责任公司,1,15,0.2833260767195442,0.4153315401073024,0.2500000000000001,0.0649140348028652,0.1774193548387095,0.9285714285714286,0.334,0.2627203833631938,1.0,0.4631060097099453,1,single_supplier,2025-05
SID0013,合肥江航飞机装备股份有限公司,1,16,0.263570616666417,0.3659939307625919,0.4166666666666668,0.1687646165722376,0.3160919540229886,0.9285714285714286,0.4096,0.5110932320190265,1.0,0.0145564827668382,1,single_supplier,2025-05
SID0011,武汉海创电子股份有限公司,1,17,0.2562420149615731,0.3476913608915687,0.4166666666666668,0.2031313553369575,0.3160919540229886,0.6428571428571429,0.3526,0.1830499166539401,0.7083333333333333,0.2598719512620758,1,single_supplier,2025-05
SID0015,青岛科凯电子研究所有限公司,0,18,0.2292401546569672,0.2802564729311533,0.4166666666666668,0.2031313553369575,0.3160919540229886,0.6428571428571429,0.3737,0.4355940955231481,0.4166666666666666,0.0108340234333337,0,none,2025-05
SID0005,上海上缆神舟线缆有限公司,0,19,0.2094009333478114,0.2307096768544179,0.1666666666666669,0.0326750056933324,0.1145833333333332,0.5714285714285714,0.3649,0.4462300899184567,0.5,0.2502460995973766,0,none,2025-05
SID0002,深圳市兴森快捷电路科技股份有限公司,1,20,0.1280278046175141,0.0274870930393306,0.0,0.0373649023557877,0.0,0.0714285714285714,0.422,0.3292145838909507,1.0,0.0112229370950431,1,single_supplier,2025-05
SID0004,中航光电科技股份有限公司,0,21,0.1170215930128713,0.0,0.1666666666666669,0.0655357661966125,0.1145833333333332,0.3571428571428571,0.3561,0.3472666688860592,0.3333333333333333,0.0037780184280343,0,none,2025-05
SID0017,厦门军宏电子有限公司,0,1,0.5720021300531064,1.0,1.0,1.0,1.0,1.0,0.4643,0.2167629578610388,0.5,0.3345232855941304,1,score_based,2025-06
SID0014,贵阳白云中航紧固件有限公司,0,2,0.5108541602225901,0.8517808649666927,0.5833333333333335,0.3294981486737122,0.4753086419753085,0.8571428571428571,0.4298,1.0,0.4444444444444444,0.5590654491614756,1,score_based,2025-06
SID0016,苏州晶讯科技股份有限公司,0,3,0.4977899663838099,0.82011401623797,0.7500000000000006,0.6520662486508789,0.6600000000000001,0.7857142857142857,0.3652,0.4687707325968952,0.5,0.3116231670554051,1,score_based,2025-06
SID0010,信阳飞航精密制造有限公司,1,4,0.4408136283951364,0.6820066750220064,0.5833333333333335,0.3294981486737122,0.4753086419753085,0.8571428571428571,0.3967,0.3355091823878907,0.5833333333333333,0.5780909401849252,1,multiple,2025-06
SID0019,宁波中博电器有限公司,1,5,0.4315768282362685,0.6596172067564601,0.6666666666666669,0.3541906450039677,0.5641025641025642,1.0,0.5103,0.7308859652713827,1.0,0.0064777636505619,1,multiple,2025-06
SID0020,太原航空仪表有限公司,1,6,0.4189186174574729,0.6289344374363568,0.5833333333333335,0.4242767293900239,0.4753086419753085,1.0,0.4161,0.7005401027980529,1.0,0.0003549459534554,1,single_supplier,2025-06
SID0021,沈阳兴华航空电器有限责任公司,0,7,0.3820419222270366,0.539547465389831,0.5000000000000001,0.3533564724756798,0.3928571428571429,0.5,0.5056,0.9690734333566454,0.4166666666666666,0.0256448451371561,0,none,2025-06
SID0012,南京全信传输科技股份有限公司,0,8,0.374546451653771,0.5213788791208785,0.3333333333333336,0.1139288671520279,0.2444444444444443,0.8571428571428571,0.3933,1.0,0.4583333333333333,0.2902492756647615,0,none,2025-06
SID0006,兰州万里航空机电有限责任公司,1,9,0.3590468675337233,0.4838087854936171,0.2500000000000001,0.0649140348028652,0.1774193548387095,0.9285714285714286,0.3324,0.2627203833631938,0.0,0.7718299757888716,1,single_supplier,2025-06
SID0013,合肥江航飞机装备股份有限公司,1,10,0.3513375092149245,0.4651217477253752,0.4166666666666668,0.1687646165722376,0.3160919540229886,0.9285714285714286,0.4124,0.5110932320190265,1.0,0.3280496774442669,1,single_supplier,2025-06
SID0001,北京七星华创微电子有限责任公司,1,11,0.3490291576998175,0.4595264374334668,0.0,0.0429228541833737,0.0,0.0,0.4252,1.0,1.0,0.4204393800222111,1,single_supplier,2025-06
SID0018,珠海阳浦科技有限公司,1,12,0.3340592083556799,0.4232401478079823,0.5000000000000001,0.2664212724189489,0.3928571428571429,0.7142857142857143,0.4087,0.4381189030881193,1.0,0.001242310837094,1,single_supplier,2025-06
SID0003,成都爱乐达航空制造股份有限公司,0,13,0.3247759786922874,0.4007381371142944,0.2500000000000001,0.0852649059989208,0.1774193548387095,0.4285714285714285,0.3709,1.0,0.3333333333333333,0.196838022671874,0,none,2025-06
SID0002,深圳市兴森快捷电路科技股份有限公司,1,14,0.3112646943407152,0.367987566893733,0.0,0.0373649023557877,0.0,0.0714285714285714,0.422,0.3292145838909507,0.0,0.7718299757888716,1,single_supplier,2025-06
SID0015,青岛科凯电子研究所有限公司,0,15,0.2887889103347447,0.3135075690492606,0.4166666666666668,0.2031313553369575,0.3160919540229886,0.6428571428571429,0.3677,0.4355940955231481,0.3333333333333333,0.322744132734064,0,none,2025-06
SID0009,无锡市江大隔振器有限公司,0,16,0.2726600200906324,0.2744120738487574,0.0,0.0027656327514964,0.0,0.1428571428571428,0.3549,1.0,0.4166666666666666,0.0348734399269977,0,none,2025-06
SID0011,武汉海创电子股份有限公司,1,17,0.2641861466462331,0.2538718957235996,0.4166666666666668,0.2031313553369575,0.3160919540229886,0.6428571428571429,0.3575,0.1830499166539401,0.6666666666666666,0.1564461431940774,1,single_supplier,2025-06
SID0008,中国航空工业集团公司西安飞行自动管理研究所,0,18,0.2379639723613839,0.1903108649654969,0.0,0.0,0.0,0.2857142857142857,0.2604,0.1701617684852394,0.0,0.7718299757888716,0,none,2025-06
