node_id,node_name,bom_rank,bom_score,fusion_score,weighted_degree,weighted_betweenness,weighted_closeness,weighted_kshell,is_critical,critical_reason,year_month
MID0017,物料17,18,0.10518606787561302,0.13550794218585283,0.23570226039551584,0.08843537414965986,0.6030845996824676,0.2,0,none,2025-01
MID0010,物料10,19,0.09945358097243587,0.12812295746738722,0.20184335693983282,0.08163265306122448,0.5866519580805295,0.2,0,none,2025-01
MID0004,物料04,20,0.09474542639760872,0.12205758825250042,0.21942686286812776,0.06802721088435373,0.5904952254052854,0.2,0,none,2025-01
MID0016,物料16,21,0.0759928412746268,0.09789921564667867,0.21081851067789198,0.013605442176870748,0.5378236245954693,0.2,0,none,2025-01
MID0008,物料08,22,0.07449866134352416,0.09597431007878016,0.21081851067789198,0.0,0.5357286769644056,0.2,0,none,2025-01
MID0025,物料25,23,0.06270472747380187,0.0807805516159008,0.1924500897298753,0.0,0.5422472979403168,0.1,0,none,2025-01
MID0009,物料09,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-01
MID0019,物料19,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-01
MID0020,物料20,1,0.7762354455309156,1.0,1.0,1.0,1.0,0.9,1,score_based,2025-02
MID0005,物料05,2,0.23402682828081434,0.3014894895977713,0.316227766016838,0.21088435374149658,0.7443314360362041,0.7,1,score_based,2025-02
MID0011,物料11,3,0.22782513967447274,0.29350004690735165,0.28867513459481287,0.1020408163265306,0.7185515470882313,1.0,1,score_based,2025-02
MID0014,物料14,4,0.2222379795724234,0.28630228219019427,0.316227766016838,0.1836734693877551,0.8167716172630931,0.7,1,score_based,2025-02
MID0006,物料06,5,0.21662017107291834,0.27906503409511063,0.28544961285922515,0.027210884353741496,0.4927572041881582,0.6,1,score_based,2025-02
MID0001,物料01,6,0.19887433585392228,0.25620362610200026,0.316227766016838,0.049319727891156455,0.6100489446313857,0.9,0,none,2025-02
MID0022,物料22,7,0.19645543507763652,0.25308743140848,0.44095855184409855,0.08163265306122448,0.5703152927718595,0.8,0,none,2025-02
MID0012,物料12,8,0.19203356601366597,0.24739087491981546,0.39674602380793617,0.006802721088435374,0.5195896433805568,0.9,0,none,2025-02
MID0015,物料15,9,0.19172419630536253,0.24699232353945194,0.316227766016838,0.21088435374149658,0.7654001151410477,0.3,0,none,2025-02
MID0003,物料03,10,0.1888267344719356,0.2432596135091271,0.29814239699997197,0.10884353741496598,0.7445051098978019,0.7,0,none,2025-02
MID0018,物料18,11,0.18022690016754894,0.23218071424744147,0.268741924943285,0.08843537414965986,0.7117237687366167,0.7,0,none,2025-02
MID0002,物料02,12,0.1693358170254338,0.21815007031740805,0.36514837167011077,0.03401360544217687,0.6922376014231786,0.7,0,none,2025-02
MID0013,物料13,13,0.16359837192703675,0.21075869811013548,0.29814239699997197,0.16326530612244897,0.7754447360746571,0.3,0,none,2025-02
MID0023,物料23,14,0.14289947927844027,0.18409295800799516,0.4513354669242201,0.047619047619047616,0.540905238175962,0.5,0,none,2025-02
MID0024,物料24,15,0.13869005154130806,0.17867008307827187,0.45133546692422005,0.08163265306122448,0.5376423805351486,0.4,0,none,2025-02
MID0021,物料21,16,0.1316465188606253,0.1695961188303944,0.29814239699997197,0.10884353741496598,0.6648054004500374,0.3,0,none,2025-02
MID0007,物料07,17,0.11724011165491582,0.1510367921613371,0.25819888974716115,0.10884353741496598,0.6210198520825223,0.2,0,none,2025-02
MID0017,物料17,18,0.10518606787561302,0.13550794218585283,0.23570226039551584,0.08843537414965986,0.6030845996824676,0.2,0,none,2025-02
MID0010,物料10,19,0.09945358097243587,0.12812295746738722,0.20184335693983282,0.08163265306122448,0.5866519580805295,0.2,0,none,2025-02
MID0004,物料04,20,0.09474542639760872,0.12205758825250042,0.21942686286812776,0.06802721088435373,0.5904952254052854,0.2,0,none,2025-02
MID0016,物料16,21,0.0759928412746268,0.09789921564667867,0.21081851067789198,0.013605442176870748,0.5378236245954693,0.2,0,none,2025-02
MID0008,物料08,22,0.07449866134352416,0.09597431007878016,0.21081851067789198,0.0,0.5357286769644056,0.2,0,none,2025-02
MID0025,物料25,23,0.06270472747380187,0.0807805516159008,0.1924500897298753,0.0,0.5422472979403168,0.1,0,none,2025-02
MID0009,物料09,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-02
MID0019,物料19,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-02
MID0020,物料20,1,0.7762354455309156,1.0,1.0,1.0,1.0,0.9,1,score_based,2025-03
MID0005,物料05,2,0.23402682828081434,0.3014894895977713,0.316227766016838,0.21088435374149658,0.7443314360362041,0.7,1,score_based,2025-03
MID0011,物料11,3,0.22782513967447274,0.29350004690735165,0.28867513459481287,0.1020408163265306,0.7185515470882313,1.0,1,score_based,2025-03
MID0014,物料14,4,0.2222379795724234,0.28630228219019427,0.316227766016838,0.1836734693877551,0.8167716172630931,0.7,1,score_based,2025-03
MID0006,物料06,5,0.21662017107291834,0.27906503409511063,0.28544961285922515,0.027210884353741496,0.4927572041881582,0.6,1,score_based,2025-03
MID0001,物料01,6,0.19887433585392228,0.25620362610200026,0.316227766016838,0.049319727891156455,0.6100489446313857,0.9,0,none,2025-03
MID0022,物料22,7,0.19645543507763652,0.25308743140848,0.44095855184409855,0.08163265306122448,0.5703152927718595,0.8,0,none,2025-03
MID0012,物料12,8,0.19203356601366597,0.24739087491981546,0.39674602380793617,0.006802721088435374,0.5195896433805568,0.9,0,none,2025-03
MID0015,物料15,9,0.19172419630536253,0.24699232353945194,0.316227766016838,0.21088435374149658,0.7654001151410477,0.3,0,none,2025-03
MID0003,物料03,10,0.1888267344719356,0.2432596135091271,0.29814239699997197,0.10884353741496598,0.7445051098978019,0.7,0,none,2025-03
MID0018,物料18,11,0.18022690016754894,0.23218071424744147,0.268741924943285,0.08843537414965986,0.7117237687366167,0.7,0,none,2025-03
MID0002,物料02,12,0.1693358170254338,0.21815007031740805,0.36514837167011077,0.03401360544217687,0.6922376014231786,0.7,0,none,2025-03
MID0013,物料13,13,0.16359837192703675,0.21075869811013548,0.29814239699997197,0.16326530612244897,0.7754447360746571,0.3,0,none,2025-03
MID0023,物料23,14,0.14289947927844027,0.18409295800799516,0.4513354669242201,0.047619047619047616,0.540905238175962,0.5,0,none,2025-03
MID0024,物料24,15,0.13869005154130806,0.17867008307827187,0.45133546692422005,0.08163265306122448,0.5376423805351486,0.4,0,none,2025-03
MID0021,物料21,16,0.1316465188606253,0.1695961188303944,0.29814239699997197,0.10884353741496598,0.6648054004500374,0.3,0,none,2025-03
MID0007,物料07,17,0.11724011165491582,0.1510367921613371,0.25819888974716115,0.10884353741496598,0.6210198520825223,0.2,0,none,2025-03
MID0017,物料17,18,0.10518606787561302,0.13550794218585283,0.23570226039551584,0.08843537414965986,0.6030845996824676,0.2,0,none,2025-03
MID0010,物料10,19,0.09945358097243587,0.12812295746738722,0.20184335693983282,0.08163265306122448,0.5866519580805295,0.2,0,none,2025-03
MID0004,物料04,20,0.09474542639760872,0.12205758825250042,0.21942686286812776,0.06802721088435373,0.5904952254052854,0.2,0,none,2025-03
MID0016,物料16,21,0.0759928412746268,0.09789921564667867,0.21081851067789198,0.013605442176870748,0.5378236245954693,0.2,0,none,2025-03
MID0008,物料08,22,0.07449866134352416,0.09597431007878016,0.21081851067789198,0.0,0.5357286769644056,0.2,0,none,2025-03
MID0025,物料25,23,0.06270472747380187,0.0807805516159008,0.1924500897298753,0.0,0.5422472979403168,0.1,0,none,2025-03
MID0009,物料09,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-03
MID0019,物料19,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-03
MID0020,物料20,1,0.7762354455309156,1.0,1.0,1.0,1.0,0.9,1,score_based,2025-04
MID0005,物料05,2,0.23402682828081434,0.3014894895977713,0.316227766016838,0.21088435374149658,0.7443314360362041,0.7,1,score_based,2025-04
MID0011,物料11,3,0.22782513967447274,0.29350004690735165,0.28867513459481287,0.1020408163265306,0.7185515470882313,1.0,1,score_based,2025-04
MID0014,物料14,4,0.2222379795724234,0.28630228219019427,0.316227766016838,0.1836734693877551,0.8167716172630931,0.7,1,score_based,2025-04
MID0006,物料06,5,0.21662017107291834,0.27906503409511063,0.28544961285922515,0.027210884353741496,0.4927572041881582,0.6,1,score_based,2025-04
MID0001,物料01,6,0.19887433585392228,0.25620362610200026,0.316227766016838,0.049319727891156455,0.6100489446313857,0.9,0,none,2025-04
MID0022,物料22,7,0.19645543507763652,0.25308743140848,0.44095855184409855,0.08163265306122448,0.5703152927718595,0.8,0,none,2025-04
MID0012,物料12,8,0.19203356601366597,0.24739087491981546,0.39674602380793617,0.006802721088435374,0.5195896433805568,0.9,0,none,2025-04
MID0015,物料15,9,0.19172419630536253,0.24699232353945194,0.316227766016838,0.21088435374149658,0.7654001151410477,0.3,0,none,2025-04
MID0003,物料03,10,0.1888267344719356,0.2432596135091271,0.29814239699997197,0.10884353741496598,0.7445051098978019,0.7,0,none,2025-04
MID0018,物料18,11,0.18022690016754894,0.23218071424744147,0.268741924943285,0.08843537414965986,0.7117237687366167,0.7,0,none,2025-04
MID0002,物料02,12,0.1693358170254338,0.21815007031740805,0.36514837167011077,0.03401360544217687,0.6922376014231786,0.7,0,none,2025-04
MID0013,物料13,13,0.16359837192703675,0.21075869811013548,0.29814239699997197,0.16326530612244897,0.7754447360746571,0.3,0,none,2025-04
MID0023,物料23,14,0.14289947927844027,0.18409295800799516,0.4513354669242201,0.047619047619047616,0.540905238175962,0.5,0,none,2025-04
MID0024,物料24,15,0.13869005154130806,0.17867008307827187,0.45133546692422005,0.08163265306122448,0.5376423805351486,0.4,0,none,2025-04
MID0021,物料21,16,0.1316465188606253,0.1695961188303944,0.29814239699997197,0.10884353741496598,0.6648054004500374,0.3,0,none,2025-04
MID0007,物料07,17,0.11724011165491582,0.1510367921613371,0.25819888974716115,0.10884353741496598,0.6210198520825223,0.2,0,none,2025-04
MID0017,物料17,18,0.10518606787561302,0.13550794218585283,0.23570226039551584,0.08843537414965986,0.6030845996824676,0.2,0,none,2025-04
MID0010,物料10,19,0.09945358097243587,0.12812295746738722,0.20184335693983282,0.08163265306122448,0.5866519580805295,0.2,0,none,2025-04
MID0004,物料04,20,0.09474542639760872,0.12205758825250042,0.21942686286812776,0.06802721088435373,0.5904952254052854,0.2,0,none,2025-04
MID0016,物料16,21,0.0759928412746268,0.09789921564667867,0.21081851067789198,0.013605442176870748,0.5378236245954693,0.2,0,none,2025-04
MID0008,物料08,22,0.07449866134352416,0.09597431007878016,0.21081851067789198,0.0,0.5357286769644056,0.2,0,none,2025-04
MID0025,物料25,23,0.06270472747380187,0.0807805516159008,0.1924500897298753,0.0,0.5422472979403168,0.1,0,none,2025-04
MID0009,物料09,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-04
MID0019,物料19,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-04
MID0020,物料20,1,0.7762354455309156,1.0,1.0,1.0,1.0,0.9,1,score_based,2025-05
MID0005,物料05,2,0.23402682828081434,0.3014894895977713,0.316227766016838,0.21088435374149658,0.7443314360362041,0.7,1,score_based,2025-05
MID0011,物料11,3,0.22782513967447274,0.29350004690735165,0.28867513459481287,0.1020408163265306,0.7185515470882313,1.0,1,score_based,2025-05
MID0014,物料14,4,0.2222379795724234,0.28630228219019427,0.316227766016838,0.1836734693877551,0.8167716172630931,0.7,1,score_based,2025-05
MID0006,物料06,5,0.21662017107291834,0.27906503409511063,0.28544961285922515,0.027210884353741496,0.4927572041881582,0.6,1,score_based,2025-05
MID0001,物料01,6,0.19887433585392228,0.25620362610200026,0.316227766016838,0.049319727891156455,0.6100489446313857,0.9,0,none,2025-05
MID0022,物料22,7,0.19645543507763652,0.25308743140848,0.44095855184409855,0.08163265306122448,0.5703152927718595,0.8,0,none,2025-05
MID0012,物料12,8,0.19203356601366597,0.24739087491981546,0.39674602380793617,0.006802721088435374,0.5195896433805568,0.9,0,none,2025-05
MID0015,物料15,9,0.19172419630536253,0.24699232353945194,0.316227766016838,0.21088435374149658,0.7654001151410477,0.3,0,none,2025-05
MID0003,物料03,10,0.1888267344719356,0.2432596135091271,0.29814239699997197,0.10884353741496598,0.7445051098978019,0.7,0,none,2025-05
MID0018,物料18,11,0.18022690016754894,0.23218071424744147,0.268741924943285,0.08843537414965986,0.7117237687366167,0.7,0,none,2025-05
MID0002,物料02,12,0.1693358170254338,0.21815007031740805,0.36514837167011077,0.03401360544217687,0.6922376014231786,0.7,0,none,2025-05
MID0013,物料13,13,0.16359837192703675,0.21075869811013548,0.29814239699997197,0.16326530612244897,0.7754447360746571,0.3,0,none,2025-05
MID0023,物料23,14,0.14289947927844027,0.18409295800799516,0.4513354669242201,0.047619047619047616,0.540905238175962,0.5,0,none,2025-05
MID0024,物料24,15,0.13869005154130806,0.17867008307827187,0.45133546692422005,0.08163265306122448,0.5376423805351486,0.4,0,none,2025-05
MID0021,物料21,16,0.1316465188606253,0.1695961188303944,0.29814239699997197,0.10884353741496598,0.6648054004500374,0.3,0,none,2025-05
MID0007,物料07,17,0.11724011165491582,0.1510367921613371,0.25819888974716115,0.10884353741496598,0.6210198520825223,0.2,0,none,2025-05
MID0017,物料17,18,0.10518606787561302,0.13550794218585283,0.23570226039551584,0.08843537414965986,0.6030845996824676,0.2,0,none,2025-05
MID0010,物料10,19,0.09945358097243587,0.12812295746738722,0.20184335693983282,0.08163265306122448,0.5866519580805295,0.2,0,none,2025-05
MID0004,物料04,20,0.09474542639760872,0.12205758825250042,0.21942686286812776,0.06802721088435373,0.5904952254052854,0.2,0,none,2025-05
MID0016,物料16,21,0.0759928412746268,0.09789921564667867,0.21081851067789198,0.013605442176870748,0.5378236245954693,0.2,0,none,2025-05
MID0008,物料08,22,0.07449866134352416,0.09597431007878016,0.21081851067789198,0.0,0.5357286769644056,0.2,0,none,2025-05
MID0025,物料25,23,0.06270472747380187,0.0807805516159008,0.1924500897298753,0.0,0.5422472979403168,0.1,0,none,2025-05
MID0009,物料09,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-05
MID0019,物料19,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-05
MID0020,物料20,1,0.7762354455309156,1.0,1.0,1.0,1.0,0.9,1,score_based,2025-06
MID0005,物料05,2,0.23402682828081434,0.3014894895977713,0.316227766016838,0.21088435374149658,0.7443314360362041,0.7,1,score_based,2025-06
MID0011,物料11,3,0.22782513967447274,0.29350004690735165,0.28867513459481287,0.1020408163265306,0.7185515470882313,1.0,1,score_based,2025-06
MID0014,物料14,4,0.2222379795724234,0.28630228219019427,0.316227766016838,0.1836734693877551,0.8167716172630931,0.7,1,score_based,2025-06
MID0006,物料06,5,0.21662017107291834,0.27906503409511063,0.28544961285922515,0.027210884353741496,0.4927572041881582,0.6,1,score_based,2025-06
MID0001,物料01,6,0.19887433585392228,0.25620362610200026,0.316227766016838,0.049319727891156455,0.6100489446313857,0.9,0,none,2025-06
MID0022,物料22,7,0.19645543507763652,0.25308743140848,0.44095855184409855,0.08163265306122448,0.5703152927718595,0.8,0,none,2025-06
MID0012,物料12,8,0.19203356601366597,0.24739087491981546,0.39674602380793617,0.006802721088435374,0.5195896433805568,0.9,0,none,2025-06
MID0015,物料15,9,0.19172419630536253,0.24699232353945194,0.316227766016838,0.21088435374149658,0.7654001151410477,0.3,0,none,2025-06
MID0003,物料03,10,0.1888267344719356,0.2432596135091271,0.29814239699997197,0.10884353741496598,0.7445051098978019,0.7,0,none,2025-06
MID0018,物料18,11,0.18022690016754894,0.23218071424744147,0.268741924943285,0.08843537414965986,0.7117237687366167,0.7,0,none,2025-06
MID0002,物料02,12,0.1693358170254338,0.21815007031740805,0.36514837167011077,0.03401360544217687,0.6922376014231786,0.7,0,none,2025-06
MID0013,物料13,13,0.16359837192703675,0.21075869811013548,0.29814239699997197,0.16326530612244897,0.7754447360746571,0.3,0,none,2025-06
MID0023,物料23,14,0.14289947927844027,0.18409295800799516,0.4513354669242201,0.047619047619047616,0.540905238175962,0.5,0,none,2025-06
MID0024,物料24,15,0.13869005154130806,0.17867008307827187,0.45133546692422005,0.08163265306122448,0.5376423805351486,0.4,0,none,2025-06
MID0021,物料21,16,0.1316465188606253,0.1695961188303944,0.29814239699997197,0.10884353741496598,0.6648054004500374,0.3,0,none,2025-06
MID0007,物料07,17,0.11724011165491582,0.1510367921613371,0.25819888974716115,0.10884353741496598,0.6210198520825223,0.2,0,none,2025-06
MID0017,物料17,18,0.10518606787561302,0.13550794218585283,0.23570226039551584,0.08843537414965986,0.6030845996824676,0.2,0,none,2025-06
MID0010,物料10,19,0.09945358097243587,0.12812295746738722,0.20184335693983282,0.08163265306122448,0.5866519580805295,0.2,0,none,2025-06
MID0004,物料04,20,0.09474542639760872,0.12205758825250042,0.21942686286812776,0.06802721088435373,0.5904952254052854,0.2,0,none,2025-06
MID0016,物料16,21,0.0759928412746268,0.09789921564667867,0.21081851067789198,0.013605442176870748,0.5378236245954693,0.2,0,none,2025-06
MID0008,物料08,22,0.07449866134352416,0.09597431007878016,0.21081851067789198,0.0,0.5357286769644056,0.2,0,none,2025-06
MID0025,物料25,23,0.06270472747380187,0.0807805516159008,0.1924500897298753,0.0,0.5422472979403168,0.1,0,none,2025-06
MID0009,物料09,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-06
MID0019,物料19,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-06
MID0020,物料20,1,0.7762354455309156,1.0,1.0,1.0,1.0,0.9,1,score_based,2025-07
MID0005,物料05,2,0.23402682828081434,0.3014894895977713,0.316227766016838,0.21088435374149658,0.7443314360362041,0.7,1,score_based,2025-07
MID0011,物料11,3,0.22782513967447274,0.29350004690735165,0.28867513459481287,0.1020408163265306,0.7185515470882313,1.0,1,score_based,2025-07
MID0014,物料14,4,0.2222379795724234,0.28630228219019427,0.316227766016838,0.1836734693877551,0.8167716172630931,0.7,1,score_based,2025-07
MID0006,物料06,5,0.21662017107291834,0.27906503409511063,0.28544961285922515,0.027210884353741496,0.4927572041881582,0.6,1,score_based,2025-07
MID0001,物料01,6,0.19887433585392228,0.25620362610200026,0.316227766016838,0.049319727891156455,0.6100489446313857,0.9,0,none,2025-07
MID0022,物料22,7,0.19645543507763652,0.25308743140848,0.44095855184409855,0.08163265306122448,0.5703152927718595,0.8,0,none,2025-07
MID0012,物料12,8,0.19203356601366597,0.24739087491981546,0.39674602380793617,0.006802721088435374,0.5195896433805568,0.9,0,none,2025-07
MID0015,物料15,9,0.19172419630536253,0.24699232353945194,0.316227766016838,0.21088435374149658,0.7654001151410477,0.3,0,none,2025-07
MID0003,物料03,10,0.1888267344719356,0.2432596135091271,0.29814239699997197,0.10884353741496598,0.7445051098978019,0.7,0,none,2025-07
MID0018,物料18,11,0.18022690016754894,0.23218071424744147,0.268741924943285,0.08843537414965986,0.7117237687366167,0.7,0,none,2025-07
MID0002,物料02,12,0.1693358170254338,0.21815007031740805,0.36514837167011077,0.03401360544217687,0.6922376014231786,0.7,0,none,2025-07
MID0013,物料13,13,0.16359837192703675,0.21075869811013548,0.29814239699997197,0.16326530612244897,0.7754447360746571,0.3,0,none,2025-07
MID0023,物料23,14,0.14289947927844027,0.18409295800799516,0.4513354669242201,0.047619047619047616,0.540905238175962,0.5,0,none,2025-07
MID0024,物料24,15,0.13869005154130806,0.17867008307827187,0.45133546692422005,0.08163265306122448,0.5376423805351486,0.4,0,none,2025-07
MID0021,物料21,16,0.1316465188606253,0.1695961188303944,0.29814239699997197,0.10884353741496598,0.6648054004500374,0.3,0,none,2025-07
MID0007,物料07,17,0.11724011165491582,0.1510367921613371,0.25819888974716115,0.10884353741496598,0.6210198520825223,0.2,0,none,2025-07
MID0017,物料17,18,0.10518606787561302,0.13550794218585283,0.23570226039551584,0.08843537414965986,0.6030845996824676,0.2,0,none,2025-07
MID0010,物料10,19,0.09945358097243587,0.12812295746738722,0.20184335693983282,0.08163265306122448,0.5866519580805295,0.2,0,none,2025-07
MID0004,物料04,20,0.09474542639760872,0.12205758825250042,0.21942686286812776,0.06802721088435373,0.5904952254052854,0.2,0,none,2025-07
MID0016,物料16,21,0.0759928412746268,0.09789921564667867,0.21081851067789198,0.013605442176870748,0.5378236245954693,0.2,0,none,2025-07
MID0008,物料08,22,0.07449866134352416,0.09597431007878016,0.21081851067789198,0.0,0.5357286769644056,0.2,0,none,2025-07
MID0025,物料25,23,0.06270472747380187,0.0807805516159008,0.1924500897298753,0.0,0.5422472979403168,0.1,0,none,2025-07
MID0009,物料09,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-07
MID0019,物料19,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-07
MID0020,物料20,1,0.7762354455309156,1.0,1.0,1.0,1.0,0.9,1,score_based,2025-08
MID0005,物料05,2,0.23402682828081434,0.3014894895977713,0.316227766016838,0.21088435374149658,0.7443314360362041,0.7,1,score_based,2025-08
MID0011,物料11,3,0.22782513967447274,0.29350004690735165,0.28867513459481287,0.1020408163265306,0.7185515470882313,1.0,1,score_based,2025-08
MID0014,物料14,4,0.2222379795724234,0.28630228219019427,0.316227766016838,0.1836734693877551,0.8167716172630931,0.7,1,score_based,2025-08
MID0006,物料06,5,0.21662017107291834,0.27906503409511063,0.28544961285922515,0.027210884353741496,0.4927572041881582,0.6,1,score_based,2025-08
MID0001,物料01,6,0.19887433585392228,0.25620362610200026,0.316227766016838,0.049319727891156455,0.6100489446313857,0.9,0,none,2025-08
MID0022,物料22,7,0.19645543507763652,0.25308743140848,0.44095855184409855,0.08163265306122448,0.5703152927718595,0.8,0,none,2025-08
MID0012,物料12,8,0.19203356601366597,0.24739087491981546,0.39674602380793617,0.006802721088435374,0.5195896433805568,0.9,0,none,2025-08
MID0015,物料15,9,0.19172419630536253,0.24699232353945194,0.316227766016838,0.21088435374149658,0.7654001151410477,0.3,0,none,2025-08
MID0003,物料03,10,0.1888267344719356,0.2432596135091271,0.29814239699997197,0.10884353741496598,0.7445051098978019,0.7,0,none,2025-08
MID0018,物料18,11,0.18022690016754894,0.23218071424744147,0.268741924943285,0.08843537414965986,0.7117237687366167,0.7,0,none,2025-08
MID0002,物料02,12,0.1693358170254338,0.21815007031740805,0.36514837167011077,0.03401360544217687,0.6922376014231786,0.7,0,none,2025-08
MID0013,物料13,13,0.16359837192703675,0.21075869811013548,0.29814239699997197,0.16326530612244897,0.7754447360746571,0.3,0,none,2025-08
MID0023,物料23,14,0.14289947927844027,0.18409295800799516,0.4513354669242201,0.047619047619047616,0.540905238175962,0.5,0,none,2025-08
MID0024,物料24,15,0.13869005154130806,0.17867008307827187,0.45133546692422005,0.08163265306122448,0.5376423805351486,0.4,0,none,2025-08
MID0021,物料21,16,0.1316465188606253,0.1695961188303944,0.29814239699997197,0.10884353741496598,0.6648054004500374,0.3,0,none,2025-08
MID0007,物料07,17,0.11724011165491582,0.1510367921613371,0.25819888974716115,0.10884353741496598,0.6210198520825223,0.2,0,none,2025-08
MID0017,物料17,18,0.10518606787561302,0.13550794218585283,0.23570226039551584,0.08843537414965986,0.6030845996824676,0.2,0,none,2025-08
MID0010,物料10,19,0.09945358097243587,0.12812295746738722,0.20184335693983282,0.08163265306122448,0.5866519580805295,0.2,0,none,2025-08
MID0004,物料04,20,0.09474542639760872,0.12205758825250042,0.21942686286812776,0.06802721088435373,0.5904952254052854,0.2,0,none,2025-08
MID0016,物料16,21,0.0759928412746268,0.09789921564667867,0.21081851067789198,0.013605442176870748,0.5378236245954693,0.2,0,none,2025-08
MID0008,物料08,22,0.07449866134352416,0.09597431007878016,0.21081851067789198,0.0,0.5357286769644056,0.2,0,none,2025-08
MID0025,物料25,23,0.06270472747380187,0.0807805516159008,0.1924500897298753,0.0,0.5422472979403168,0.1,0,none,2025-08
MID0009,物料09,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-08
MID0019,物料19,24,0.0,0.0,0.0,0.0,0.0,0.0,0,none,2025-08
MID0020,物料20,1,0.7762354455309156,1.0,1.0,1.0,1.0,0.9,1,score_based,2025-09
MID0005,物料05,2,0.23402682828081434,0.3014894895977713,0.316227766016838,0.21088435374149658,0.7443314360362041,0.7,1,score_based,2025-09
MID0011,物料11,3,0.22782513967447274,0.29350004690735165,0.28867513459481287,0.1020408163265306,0.7185515470882313,1.0,1,score_based,2025-09
MID0014,物料14,4,0.2222379795724234,0.28630228219019427,0.316227766016838,0.1836734693877551,0.8167716172630931,0.7,1,score_based,2025-09
MID0006,物料06,5,0.21662017107291834,0.27906503409511063,0.28544961285922515,0.027210884353741496,0.4927572041881582,0.6,1,score_based,2025-09
MID0001,物料01,6,0.19887433585392228,0.25620362610200026,0.316227766016838,0.049319727891156455,0.6100489446313857,0.9,0,none,2025-09
MID0022,物料22,7,0.19645543507763652,0.25308743140848,0.44095855184409855,0.08163265306122448,0.5703152927718595,0.8,0,none,2025-09
MID0012,物料12,8,0.19203356601366597,0.24739087491981546,0.39674602380793617,0.006802721088435374,0.5195896433805568,0.9,0,none,2025-09
MID0015,物料15,9,0.19172419630536253,0.24699232353945194,0.316227766016838,0.21088435374149658,0.7654001151410477,0.3,0,none,2025-09
