scenario_id,policy_profile,policy_label,date,day_offset,service_level,system_service_level,demand_fulfillment_rate,active_backup_switches,active_substitutions,active_priority_repairs,policy_cumulative_cost,supplier_disrupted_nodes,material_blocked_nodes,assembly_blocked_nodes,product_blocked_nodes,downstream_interrupted_nodes,total_interrupted_nodes
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-01,16,1.0,1.0,1.0,6,0,3,35750.418,9,0,0,0,0,9
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-02,17,1.0,1.0,1.0,6,0,3,35750.418,9,0,0,0,0,9
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-03,18,1.0,1.0,1.0,8,0,3,36950.418,9,0,0,0,0,9
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-04,19,1.0,1.0,1.0,9,0,3,37550.418,9,0,0,0,0,9
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-05,20,1.0,1.0,1.0,9,0,4,40275.418,8,0,0,0,0,8
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-06,21,1.0,1.0,1.0,9,0,4,40275.418,7,0,0,0,0,7
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-07,22,1.0,1.0,1.0,9,0,4,40275.418,7,0,0,0,0,7
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-08,23,1.0,1.0,1.0,9,0,4,40275.418,7,0,0,0,0,7
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-09,24,1.0,1.0,1.0,9,0,4,40275.418,7,0,0,0,0,7
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-10,25,1.0,1.0,1.0,9,0,5,42925.418,6,0,0,0,0,6
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-11,26,1.0,1.0,1.0,9,0,5,42925.418,5,0,0,0,0,5
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-12,27,1.0,1.0,1.0,9,0,5,42925.418,5,0,0,0,0,5
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-13,28,1.0,1.0,1.0,9,0,5,42925.418,5,0,0,0,0,5
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-14,29,1.0,1.0,1.0,9,0,5,42925.418,5,0,0,0,0,5
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-15,30,1.0,1.0,1.0,9,0,6,45575.418,5,0,0,0,0,5
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-16,31,1.0,1.0,1.0,9,0,6,45575.418,5,0,0,0,0,5
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-17,32,1.0,1.0,1.0,9,0,6,45575.418,5,0,0,0,0,5
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-18,33,1.0,1.0,1.0,9,0,6,45575.418,5,0,0,0,0,5
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-19,34,1.0,1.0,1.0,9,0,6,45575.418,5,0,0,0,0,5
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-20,35,1.0,1.0,1.0,9,0,7,48225.418,4,0,0,0,0,4
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-21,36,1.0,1.0,1.0,9,0,7,48225.418,4,0,0,0,0,4
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-22,37,1.0,1.0,1.0,9,0,7,48225.418,4,0,0,0,0,4
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-23,38,1.0,1.0,1.0,9,0,7,48225.418,4,0,0,0,0,4
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-24,39,1.0,1.0,1.0,9,0,7,48225.418,4,0,0,0,0,4
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-25,40,1.0,1.0,1.0,9,0,8,50800.418,3,0,0,0,0,3
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-26,41,1.0,1.0,1.0,9,0,8,50800.418,3,0,0,0,0,3
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-27,42,1.0,1.0,1.0,9,0,8,50800.418,3,0,0,0,0,3
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-28,43,1.0,1.0,1.0,9,0,8,50800.418,3,0,0,0,0,3
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-29,44,1.0,1.0,1.0,9,0,8,50800.418,3,0,0,0,0,3
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-30,45,1.0,1.0,1.0,9,0,9,53450.418,2,0,0,0,0,2
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-07-31,46,1.0,1.0,1.0,9,0,9,53450.418,2,0,0,0,0,2
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-01,47,1.0,1.0,1.0,9,0,9,53450.418,2,0,0,0,0,2
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-02,48,1.0,1.0,1.0,9,0,9,53450.418,2,0,0,0,0,2
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-03,49,1.0,1.0,1.0,9,0,9,53450.418,2,0,0,0,0,2
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-04,50,1.0,1.0,1.0,9,0,10,56175.418,1,0,0,0,0,1
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-05,51,1.0,1.0,1.0,9,0,10,56175.418,0,0,0,0,0,0
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-06,52,1.0,1.0,1.0,9,0,10,56175.418,0,0,0,0,0,0
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-07,53,1.0,1.0,1.0,9,0,10,56175.418,0,0,0,0,0,0
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-08,54,1.0,1.0,1.0,9,0,10,56175.418,0,0,0,0,0,0
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-09,55,1.0,1.0,1.0,9,0,11,56475.418,0,0,0,0,0,0
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-10,56,1.0,1.0,1.0,9,0,11,56475.418,0,0,0,0,0,0
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-11,57,1.0,1.0,1.0,9,0,11,56475.418,0,0,0,0,0,0
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-12,58,1.0,1.0,1.0,9,0,11,56475.418,0,0,0,0,0,0
interactive_keynode_1nodes_sid0011,all_policies,全策略显示联动,2025-08-13,59,1.0,1.0,1.0,9,0,11,56475.418,0,0,0,0,0,0
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-15,0,0.5,0.5,0.75,0,0,0,0.0,6,0,0,0,0,6
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-16,1,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-17,2,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-18,3,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-19,4,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-20,5,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-21,6,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-22,7,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-23,8,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-24,9,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-25,10,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-26,11,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-27,12,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-28,13,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-29,14,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-06-30,15,0.5,0.5,0.75,0,0,0,0.0,12,0,0,0,0,12
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-01,16,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-02,17,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-03,18,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-04,19,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-05,20,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-06,21,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-07,22,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-08,23,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-09,24,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-10,25,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-11,26,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-12,27,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-13,28,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-14,29,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-15,30,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-16,31,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-17,32,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-18,33,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-19,34,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-20,35,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-21,36,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-22,37,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-23,38,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-24,39,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-25,40,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-26,41,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-27,42,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-28,43,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-29,44,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-30,45,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-07-31,46,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-08-01,47,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-08-02,48,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-08-03,49,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-08-04,50,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-08-05,51,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-08-06,52,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-08-07,53,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-08-08,54,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-08-09,55,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-08-10,56,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-08-11,57,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
interactive_keynode_1nodes_sid0011,no_policy,无恢复策略,2025-08-12,58,0.0,0.0,0.0,0,0,0,0.0,12,1,3,1,5,17
