date,active_suppliers,disrupted_suppliers,degraded_suppliers,affected_items,failed_items,blocked_assemblies,final_product_id,final_product_status,service_level,active_backup_switches,active_substitutions,affected_key_items,failed_key_items,disrupted_key_suppliers,degraded_key_suppliers,affected_non_key_items,failed_non_key_items,disrupted_non_key_suppliers,degraded_non_key_suppliers,supply_available_items,supply_degraded_items,supply_unavailable_items,supply_effective_available_items,supply_effective_degraded_items,supply_effective_unavailable_items,supply_effective_affected_items,supply_blocked_assemblies,supply_affected_products,supply_failed_products,total_requested_demand,total_fulfilled_demand,total_backlog_demand,total_lost_demand,demand_fulfillment_rate,demand_backlog_items,demand_lost_items,demand_backlog_products,demand_lost_products,fused_active_items,fused_affected_items,fused_failed_items,fused_active_products,fused_affected_products,fused_failed_products,system_service_level,system_root_cause,root_cause_supply_constraint_items,root_cause_demand_items,root_cause_mixed_items,root_cause_supply_constraint_products,root_cause_demand_products,root_cause_mixed_products,policy_daily_cost,policy_cumulative_cost,policy_event_count,pending_backup_switches,pending_substitutions,pending_priority_repairs,active_priority_repairs,backup_supplier_switch_daily_cost,backup_supplier_switch_cumulative_cost,equivalent_material_substitution_daily_cost,equivalent_material_substitution_cumulative_cost,priority_repair_daily_cost,priority_repair_cumulative_cost
2025-06-25,10,11,0,2,0,0,MID0006,active,1.0,3,0,0,0,8,0,2,0,3,0,23,2,0,23,2,0,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,2,0,1,0,0,1.0,stable,2,0,0,0,0,0,2800.0,35373.279,23,7,0,1,2,0.0,27273.279,0.0,0.0,2800.0,8100.0
2025-06-26,10,11,0,2,0,0,MID0006,active,1.0,3,0,0,0,8,0,2,0,3,0,23,2,0,23,2,0,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,2,0,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,35373.279,23,7,0,1,2,0.0,27273.279,0.0,0.0,0.0,8100.0
2025-06-27,10,11,0,2,2,0,MID0006,active,1.0,3,0,0,0,8,0,2,2,3,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,1236.1628,36609.4418,24,7,0,2,2,0.0,27273.279,0.0,0.0,1236.1628,9336.1628
2025-06-28,10,11,0,2,2,0,MID0006,active,1.0,6,0,0,0,8,0,2,2,3,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,1800.0,38409.4418,27,4,0,2,2,1800.0,29073.279,0.0,0.0,0.0,9336.1628
2025-06-29,10,11,0,2,2,0,MID0006,active,1.0,6,0,0,0,8,0,2,2,3,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,38409.4418,27,4,0,2,2,0.0,29073.279,0.0,0.0,0.0,9336.1628
2025-06-30,11,10,0,2,2,0,MID0006,active,1.0,6,0,0,0,8,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,2800.0,41209.4418,29,4,0,2,3,0.0,29073.279,0.0,0.0,2800.0,12136.1628
2025-07-01,11,10,0,2,2,0,MID0006,active,1.0,6,0,0,0,8,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,41209.4418,29,4,0,2,3,0.0,29073.279,0.0,0.0,0.0,12136.1628
2025-07-02,11,10,0,2,2,0,MID0006,active,1.0,6,0,0,0,8,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,1426.7567,42636.1985,31,4,0,2,4,0.0,29073.279,0.0,0.0,1426.7567,13562.9195
2025-07-03,11,10,0,2,2,0,MID0006,active,1.0,10,0,0,0,8,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,2400.0,45036.1985,35,0,0,2,4,2400.0,31473.279,0.0,0.0,0.0,13562.9195
2025-07-04,11,10,0,2,2,0,MID0006,active,1.0,10,0,0,0,8,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,45036.1985,35,0,0,2,4,0.0,31473.279,0.0,0.0,0.0,13562.9195
2025-07-05,12,9,0,2,2,0,MID0006,active,1.0,10,0,0,0,7,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,2800.0,47836.1985,37,0,0,2,5,0.0,31473.279,0.0,0.0,2800.0,16362.9195
2025-07-06,12,9,0,2,2,0,MID0006,active,1.0,10,0,0,0,7,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,47836.1985,37,0,0,2,5,0.0,31473.279,0.0,0.0,0.0,16362.9195
2025-07-07,12,9,0,2,2,0,MID0006,active,1.0,10,0,0,0,7,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,300.0,48136.1985,38,0,0,1,6,0.0,31473.279,0.0,0.0,300.0,16662.9195
2025-07-08,12,9,0,2,2,0,MID0006,active,1.0,10,0,0,0,7,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,48136.1985,38,0,0,1,6,0.0,31473.279,0.0,0.0,0.0,16662.9195
2025-07-09,12,9,0,2,2,0,MID0006,active,1.0,10,0,0,0,7,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,48136.1985,38,0,0,1,6,0.0,31473.279,0.0,0.0,0.0,16662.9195
2025-07-10,13,8,0,2,2,0,MID0006,active,1.0,10,0,0,0,6,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,2725.0,50861.1985,40,0,0,1,7,0.0,31473.279,0.0,0.0,2725.0,19387.9195
2025-07-11,14,7,0,2,2,0,MID0006,active,1.0,10,0,0,0,5,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,50861.1985,40,0,0,1,7,0.0,31473.279,0.0,0.0,0.0,19387.9195
2025-07-12,14,7,0,2,2,0,MID0006,active,1.0,10,0,0,0,5,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,50861.1985,40,0,0,1,7,0.0,31473.279,0.0,0.0,0.0,19387.9195
2025-07-13,14,7,0,2,2,0,MID0006,active,1.0,10,0,0,0,5,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,50861.1985,40,0,0,1,7,0.0,31473.279,0.0,0.0,0.0,19387.9195
2025-07-14,14,7,0,2,2,0,MID0006,active,1.0,10,0,0,0,5,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,50861.1985,40,0,0,1,7,0.0,31473.279,0.0,0.0,0.0,19387.9195
2025-07-15,15,6,0,2,2,0,MID0006,active,1.0,10,0,0,0,4,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,2650.0,53511.1985,42,0,0,1,8,0.0,31473.279,0.0,0.0,2650.0,22037.9195
2025-07-16,16,5,0,2,2,0,MID0006,active,1.0,10,0,0,0,3,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,53511.1985,42,0,0,1,8,0.0,31473.279,0.0,0.0,0.0,22037.9195
2025-07-17,16,5,0,2,2,0,MID0006,active,1.0,10,0,0,0,3,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,53511.1985,42,0,0,1,8,0.0,31473.279,0.0,0.0,0.0,22037.9195
2025-07-18,16,5,0,2,2,0,MID0006,active,1.0,10,0,0,0,3,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,53511.1985,42,0,0,1,8,0.0,31473.279,0.0,0.0,0.0,22037.9195
2025-07-19,16,5,0,2,2,0,MID0006,active,1.0,10,0,0,0,3,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,53511.1985,42,0,0,1,8,0.0,31473.279,0.0,0.0,0.0,22037.9195
2025-07-20,16,5,0,2,2,0,MID0006,active,1.0,10,0,0,0,3,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,2650.0,56161.1985,44,0,0,1,9,0.0,31473.279,0.0,0.0,2650.0,24687.9195
2025-07-21,16,5,0,2,2,0,MID0006,active,1.0,10,0,0,0,3,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,56161.1985,44,0,0,1,9,0.0,31473.279,0.0,0.0,0.0,24687.9195
2025-07-22,16,5,0,2,2,0,MID0006,active,1.0,10,0,0,0,3,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,56161.1985,44,0,0,1,9,0.0,31473.279,0.0,0.0,0.0,24687.9195
2025-07-23,16,5,0,2,2,0,MID0006,active,1.0,10,0,0,0,3,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,56161.1985,44,0,0,1,9,0.0,31473.279,0.0,0.0,0.0,24687.9195
2025-07-24,16,5,0,2,2,0,MID0006,active,1.0,10,0,0,0,3,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,56161.1985,44,0,0,1,9,0.0,31473.279,0.0,0.0,0.0,24687.9195
2025-07-25,17,4,0,2,2,0,MID0006,active,1.0,10,0,0,0,2,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,2650.0,58811.1985,46,0,0,1,10,0.0,31473.279,0.0,0.0,2650.0,27337.9195
2025-07-26,17,4,0,2,2,0,MID0006,active,1.0,10,0,0,0,2,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,58811.1985,46,0,0,1,10,0.0,31473.279,0.0,0.0,0.0,27337.9195
2025-07-27,17,4,0,2,2,0,MID0006,active,1.0,10,0,0,0,2,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,58811.1985,46,0,0,1,10,0.0,31473.279,0.0,0.0,0.0,27337.9195
2025-07-28,17,4,0,2,2,0,MID0006,active,1.0,10,0,0,0,2,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,58811.1985,46,0,0,1,10,0.0,31473.279,0.0,0.0,0.0,27337.9195
2025-07-29,17,4,0,2,2,0,MID0006,active,1.0,10,0,0,0,2,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,58811.1985,46,0,0,1,10,0.0,31473.279,0.0,0.0,0.0,27337.9195
2025-07-30,18,3,0,2,2,0,MID0006,active,1.0,10,0,0,0,1,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,2575.0,61386.1985,48,0,0,1,11,0.0,31473.279,0.0,0.0,2575.0,29912.9195
2025-07-31,18,3,0,2,2,0,MID0006,active,1.0,10,0,0,0,1,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,61386.1985,48,0,0,1,11,0.0,31473.279,0.0,0.0,0.0,29912.9195
2025-08-01,18,3,0,2,2,0,MID0006,active,1.0,10,0,0,0,1,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,61386.1985,48,0,0,1,11,0.0,31473.279,0.0,0.0,0.0,29912.9195
2025-08-02,18,3,0,2,2,0,MID0006,active,1.0,10,0,0,0,1,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,61386.1985,48,0,0,1,11,0.0,31473.279,0.0,0.0,0.0,29912.9195
2025-08-03,18,3,0,2,2,0,MID0006,active,1.0,10,0,0,0,1,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,61386.1985,48,0,0,1,11,0.0,31473.279,0.0,0.0,0.0,29912.9195
2025-08-04,19,2,0,2,2,0,MID0006,active,1.0,10,0,0,0,1,0,2,2,1,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,2650.0,64036.1985,50,0,0,1,12,0.0,31473.279,0.0,0.0,2650.0,32562.9195
2025-08-05,19,2,0,2,2,0,MID0006,active,1.0,10,0,0,0,1,0,2,2,1,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,64036.1985,50,0,0,1,12,0.0,31473.279,0.0,0.0,0.0,32562.9195
2025-08-06,19,2,0,2,2,0,MID0006,active,1.0,10,0,0,0,1,0,2,2,1,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,64036.1985,50,0,0,1,12,0.0,31473.279,0.0,0.0,0.0,32562.9195
2025-08-07,19,2,0,2,2,0,MID0006,active,1.0,10,0,0,0,1,0,2,2,1,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,64036.1985,50,0,0,1,12,0.0,31473.279,0.0,0.0,0.0,32562.9195
2025-08-08,19,2,0,2,2,0,MID0006,active,1.0,10,0,0,0,1,0,2,2,1,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,64036.1985,50,0,0,1,12,0.0,31473.279,0.0,0.0,0.0,32562.9195
2025-08-09,20,1,0,2,2,0,MID0006,active,1.0,10,0,0,0,1,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,2725.0,66761.1985,52,0,0,1,13,0.0,31473.279,0.0,0.0,2725.0,35287.9195
2025-08-10,21,0,0,2,2,0,MID0006,active,1.0,10,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,66761.1985,52,0,0,1,13,0.0,31473.279,0.0,0.0,0.0,35287.9195
2025-08-11,21,0,0,2,2,0,MID0006,active,1.0,10,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,66761.1985,52,0,0,1,13,0.0,31473.279,0.0,0.0,0.0,35287.9195
2025-08-12,21,0,0,2,2,0,MID0006,active,1.0,10,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,66761.1985,52,0,0,1,13,0.0,31473.279,0.0,0.0,0.0,35287.9195
2025-08-13,21,0,0,2,2,0,MID0006,active,1.0,10,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,66761.1985,52,0,0,1,13,0.0,31473.279,0.0,0.0,0.0,35287.9195
