date,service_level,total_requested_demand,total_fulfilled_demand,demand_fulfillment_rate,system_service_level,supply_degraded_items,supply_unavailable_items,supply_effective_degraded_items,supply_effective_unavailable_items,total_backlog_demand,total_lost_demand,fused_failed_items,affected_key_items,failed_key_items,disrupted_key_suppliers,policy_cumulative_cost,active_backup_switches,active_substitutions,active_priority_repairs
2025-07-18,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,50938.3375,11,0,8
2025-07-19,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,50938.3375,11,0,8
2025-07-20,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,53588.3375,11,0,9
2025-07-21,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,53588.3375,11,0,9
2025-07-22,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,53588.3375,11,0,9
2025-07-23,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,53588.3375,11,0,9
2025-07-24,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,53588.3375,11,0,9
2025-07-25,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,2,56238.3375,11,0,10
2025-07-26,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,2,56238.3375,11,0,10
2025-07-27,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,2,56238.3375,11,0,10
2025-07-28,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,2,56238.3375,11,0,10
2025-07-29,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,2,56238.3375,11,0,10
2025-07-30,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,1,58813.3375,11,0,11
2025-07-31,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,1,58813.3375,11,0,11
2025-08-01,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,1,58813.3375,11,0,11
2025-08-02,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,1,58813.3375,11,0,11
2025-08-03,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,1,58813.3375,11,0,11
2025-08-04,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,1,61463.3375,11,0,12
2025-08-05,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,1,61463.3375,11,0,12
2025-08-06,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,1,61463.3375,11,0,12
2025-08-07,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,1,61463.3375,11,0,12
2025-08-08,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,1,61463.3375,11,0,12
2025-08-09,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,1,64188.3375,11,0,13
2025-08-10,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,0,64188.3375,11,0,13
2025-08-11,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,0,64188.3375,11,0,13
2025-08-12,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,0,64188.3375,11,0,13
2025-08-13,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,0,64188.3375,11,0,13
